Mes,Año,Observado,ACCESS-CM2_r1i1p1f1,ACCESS-ESM1-5_r1i1p1f1,ACCESS-ESM1-5_r2i1p1f1,AWI-CM-1-1-MR_r1i1p1f1,BCC-CSM2-MR_r1i1p1f1,CAMS-CSM1-0_r1i1p1f1,CAMS-CSM1-0_r2i1p1f1,CanESM5-CanOE_r1i1p2f1,CanESM5_r1i1p1f1,CanESM5_r2i1p1f1,CanESM5_r3i1p1f1,CanESM5_r4i1p1f1,CanESM5_r5i1p1f1,CESM2-WACCM_r3i1p1f1,CESM2_r1i1p1f1,CESM2_r2i1p1f1,CMCC-CM2-SR5_r1i1p1f1,CMCC-ESM2_r1i1p1f1,EC-Earth3-Veg-LR_r1i1p1f1,EC-Earth3-Veg_r2i1p1f1,EC-Earth3_r1i1p1f1,FGOALS-f3-L_r1i1p1f1,FIO-ESM-2-0_r1i1p1f1,FIO-ESM-2-0_r2i1p1f1,FIO-ESM-2-0_r3i1p1f1,GFDL-ESM4_r1i1p1f1,GISS-E2-1-G_r1i1p1f2,HadGEM3-GC31-LL_r1i1p1f3,IITM-ESM_r1i1p1f1,INM-CM4-8_r1i1p1f1,INM-CM5-0_r1i1p1f1,KACE-1-0-G_r1i1p1f1,MCM-UA-1-0_r1i1p1f2,MIROC-ES2L_r1i1p1f2,MIROC6_r1i1p1f1,MIROC6_r2i1p1f1,MIROC6_r3i1p1f1,MPI-ESM1-2-HR_r2i1p1f1,MPI-ESM1-2-LR_r1i1p1f1,MPI-ESM1-2-LR_r2i1p1f1,MPI-ESM1-2-LR_r3i1p1f1,MPI-ESM1-2-LR_r4i1p1f1,MPI-ESM1-2-LR_r5i1p1f1,MRI-ESM2-0_r1i1p1f1,NESM3_r1i1p1f1,NESM3_r2i1p1f1,NorESM2-LM_r1i1p1f1,NorESM2-MM_r1i1p1f1,TaiESM1_r1i1p1f1,UKESM1-0-LL_r1i1p1f2
12,2042,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0
1,2043,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2043,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0
3,2043,,0.0,0.0,1.1,0.0,4.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,5.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,11.3,26.3,0.0,0.0,12.1,0.0
4,2043,,8.6,1.7,0.0,10.4,7.2,0.8,0.0,0.0,47.2,0.0,0.0,22.4,0.0,0.0,0.0,5.2,1.1,0.0,25.1,0.0,25.4,0.0,3.8,0.0,0.7,0.0,0.0,21.1,0.0,4.2,1.0,0.0,0.0,1.2,2.6,54.2,0.0,30.6,0.0,2.8,0.0,0.9,15.4,8.5,0.0,0.0,4.9,0.0,0.0,0.0
5,2043,,122.2,12.6,39.1,5.2,140.7,156.9,273.0,198.3,60.5,93.7,19.2,21.3,54.2,0.0,6.9,70.3,39.3,64.2,37.2,0.0,31.2,68.1,42.1,63.0,52.6,4.6,0.0,14.5,155.1,22.2,53.6,14.1,258.5,56.0,0.0,0.0,14.4,0.0,0.0,91.1,23.5,26.7,199.1,16.9,48.4,55.8,117.8,0.0,0.0,17.2
6,2043,,26.6,70.1,0.6,443.5,63.8,83.0,184.7,20.5,77.5,19.8,80.8,107.9,78.4,157.3,48.6,38.9,71.3,62.7,69.9,281.6,24.0,132.0,84.5,27.3,170.1,61.5,45.6,81.8,99.5,39.8,3.9,56.0,53.2,109.0,23.3,42.2,20.3,124.2,65.6,158.2,0.3,60.3,293.4,67.8,124.3,178.1,283.0,128.6,35.4,69.2
7,2043,,45.1,121.5,31.6,105.3,50.3,144.8,227.3,5.9,214.1,126.1,6.6,34.8,0.0,48.3,5.1,159.4,84.9,57.8,146.9,204.7,70.0,60.9,83.9,6.5,7.7,124.0,51.9,3.4,25.1,13.2,29.7,5.5,65.9,183.3,35.2,36.4,44.1,43.2,1.4,2.5,36.7,73.4,87.2,33.0,9.0,1.6,35.6,51.5,158.1,66.0
8,2043,,70.4,0.0,0.0,43.3,54.2,91.4,29.0,35.0,28.4,77.4,0.0,0.0,13.0,0.0,44.6,95.2,39.1,7.7,5.8,45.5,25.2,73.0,61.4,72.0,8.3,0.0,8.0,0.0,50.2,8.7,82.7,78.7,40.7,27.1,46.9,70.1,6.3,52.0,40.8,11.9,90.6,134.5,43.9,126.7,66.7,111.1,103.1,38.9,156.3,0.0
9,2043,,17.5,35.2,5.8,34.7,0.0,13.2,0.8,2.8,15.2,0.0,1.0,6.6,6.9,7.3,0.0,0.0,28.1,3.3,15.0,0.6,14.4,112.8,6.3,83.0,7.1,14.0,0.0,7.6,6.1,47.1,23.5,1.1,28.3,89.9,27.9,11.4,3.1,18.4,53.4,3.9,81.7,9.5,12.0,15.2,6.4,18.7,6.5,0.0,12.9,10.6
10,2043,,1.3,0.0,0.0,198.9,0.0,27.3,2.6,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.3,9.9,0.0,0.0,0.0,0.0,22.6,33.1,98.5,0.0,101.5,0.0,0.0,25.1,0.0,1.8,0.0,30.3,24.3,8.1,3.0,4.0,0.0,0.0,33.8,0.0,15.7,40.7,1.1,44.6,0.0,150.8,23.8,0.0,0.0,0.0
11,2043,,0.0,0.0,0.0,0.0,14.3,20.4,0.0,0.0,0.0,0.0,0.0,10.1,11.9,0.0,4.3,0.0,0.0,4.2,0.0,2.1,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,2.1,0.0,34.8,0.0,0.0,0.7,0.0,0.0,3.4,5.6,0.0,0.0,0.0,3.8,0.0,0.0,7.3,0.0,13.4
12,2043,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2044,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2044,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0
3,2044,,44.8,6.9,0.0,0.0,5.4,5.2,7.7,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.1,10.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,7.3,5.5,6.4,0.2,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,7.4,0.0,0.1,0.0,12.4
4,2044,,128.3,0.0,0.0,24.5,0.0,2.6,115.7,8.0,0.0,9.3,0.0,9.1,0.0,0.0,14.3,0.0,0.0,3.9,0.0,0.0,0.0,22.5,0.0,1.1,0.0,16.2,0.0,0.0,0.0,29.7,0.0,4.7,53.2,0.0,0.0,0.0,21.4,112.0,19.7,6.0,0.0,4.7,15.7,0.0,0.0,0.0,0.0,0.0,23.2,0.7
5,2044,,52.4,5.6,5.0,62.8,3.1,13.4,61.9,1.1,0.0,54.4,0.0,1.0,41.4,16.6,110.5,1.4,3.1,66.4,0.0,126.0,143.3,21.3,64.4,116.3,113.5,147.5,54.6,0.0,10.5,51.7,126.5,0.0,269.8,28.9,161.8,10.8,13.0,12.8,0.3,3.3,3.2,0.0,10.0,8.6,3.5,5.7,51.8,211.6,108.8,15.5
6,2044,,35.4,49.9,408.6,199.7,21.5,63.5,37.1,19.2,162.1,46.8,2.8,31.3,17.8,65.6,40.8,78.9,41.9,66.6,43.8,193.7,42.6,79.5,63.3,0.0,114.8,317.6,0.0,44.1,104.8,290.8,156.2,0.4,152.6,415.6,83.0,70.5,102.1,99.5,156.4,124.5,383.0,54.5,96.2,2.2,79.4,16.5,71.9,9.3,40.2,95.3
7,2044,,0.0,145.3,60.8,17.8,39.1,190.3,25.7,7.3,5.4,46.2,97.2,23.1,24.5,71.8,132.2,94.9,108.0,72.2,2.0,59.5,25.9,35.2,58.4,57.1,118.2,30.7,10.7,182.3,59.6,74.1,26.3,27.4,75.4,97.3,233.9,31.1,143.8,132.1,65.1,46.6,62.1,35.2,40.7,0.0,8.9,5.9,31.8,30.4,22.9,63.5
8,2044,,0.0,0.0,39.7,25.4,0.0,68.3,0.0,0.0,41.6,11.9,116.6,40.8,78.3,69.6,18.4,82.6,37.1,56.0,23.1,16.3,7.3,25.7,10.3,15.7,108.1,62.9,0.0,14.6,70.1,0.0,82.8,34.2,10.7,76.8,81.8,64.6,128.6,56.5,21.1,23.1,0.0,0.0,109.4,71.9,13.7,21.0,39.5,0.0,56.0,44.6
9,2044,,17.9,0.0,0.0,29.9,0.0,1.4,23.5,1.0,7.3,0.0,7.5,0.0,65.8,22.0,0.0,5.1,12.8,36.0,2.2,81.4,5.3,16.2,2.3,7.4,156.3,13.9,0.0,14.8,8.2,0.0,3.2,137.6,86.3,23.8,0.0,13.2,21.4,2.9,0.0,0.0,22.3,14.4,14.0,17.8,0.4,16.6,0.4,0.0,4.4,9.4
10,2044,,3.2,0.0,0.0,0.0,2.5,0.0,0.0,19.6,0.0,1.5,0.0,16.7,4.5,0.0,8.4,11.8,34.5,11.1,5.2,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4,0.0,129.6,17.5,58.8,3.4,11.6,0.0,10.1,0.0,0.0,0.0,39.4,32.8,0.0,11.5,0.0,0.0,1.9,14.2,2.0,0.0
11,2044,,5.4,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.6,0.0,0.0,0.0,25.8,0.0,0.0,9.7,0.0,0.0,0.0,5.6,0.0,0.0,0.0,3.1,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7,0.0,0.0,1.3,0.0,0.0
12,2044,,0.0,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2045,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2045,,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2045,,0.4,0.0,0.0,0.0,0.9,0.0,0.0,0.2,0.2,0.0,3.5,11.0,0.0,0.0,0.0,9.6,32.3,0.2,0.0,0.0,0.0,1.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,1.3,0.0,0.0,10.6,0.0,0.0,4.8,0.0,0.5,0.0,0.3,0.0
4,2045,,0.0,9.7,1.1,37.5,33.1,0.0,0.0,1.9,3.2,0.0,19.8,64.1,4.4,10.8,25.1,1.0,14.9,12.4,0.0,1.3,28.4,0.0,0.0,0.0,8.5,51.6,0.0,0.0,0.0,0.7,7.1,0.0,0.0,0.6,5.1,25.7,14.0,0.0,3.7,16.2,12.4,12.9,0.0,0.0,0.0,0.0,14.2,57.8,8.5,0.0
5,2045,,76.4,0.8,0.0,192.3,81.0,47.3,14.9,162.7,18.7,20.9,12.7,0.0,73.7,80.4,4.5,86.3,0.0,10.3,121.5,10.1,0.6,97.0,10.5,0.0,9.0,62.4,7.5,97.4,0.0,115.8,0.0,109.6,8.9,71.7,28.3,0.0,57.0,81.2,117.0,0.0,39.1,2.5,23.5,15.4,8.2,0.0,16.8,9.1,10.5,0.0
6,2045,,45.7,129.4,427.3,155.3,129.1,87.6,4.5,476.8,352.1,20.6,13.4,52.1,314.9,106.9,135.2,1.5,107.4,332.5,317.6,65.6,224.6,167.0,40.5,18.6,212.2,3.3,101.6,192.0,215.2,114.5,65.6,159.1,74.2,142.6,16.0,18.3,373.5,2.9,56.9,83.3,75.9,92.7,120.0,99.8,75.4,64.9,110.2,95.8,46.7,164.8
7,2045,,170.5,43.1,0.0,79.4,56.5,0.0,31.0,0.0,100.5,164.7,33.5,19.2,37.6,104.5,45.6,1.8,110.4,51.6,127.9,20.4,84.5,11.6,20.9,47.9,5.0,17.0,150.1,48.4,0.0,47.3,53.8,42.8,15.0,0.0,8.8,59.4,39.1,42.4,29.9,50.5,29.3,46.5,196.6,37.3,70.3,219.6,38.0,143.2,228.9,0.0
8,2045,,144.8,67.9,44.6,69.8,81.0,31.5,6.9,10.0,19.4,92.8,37.7,28.7,0.0,135.0,92.3,175.2,59.6,71.0,37.7,0.0,0.0,19.8,12.4,92.2,0.0,0.0,81.8,72.7,40.9,52.4,37.6,143.1,29.0,40.2,49.3,46.4,0.0,0.0,50.0,45.4,0.0,16.3,16.6,23.5,57.2,128.5,238.6,120.6,0.0,51.2
9,2045,,20.2,0.0,60.3,0.0,0.0,22.0,2.7,6.3,10.9,0.4,17.8,9.5,0.0,9.9,18.5,4.3,4.6,35.5,32.7,14.8,23.7,1.0,5.6,8.7,14.9,0.9,29.8,7.0,0.0,12.4,22.3,10.6,19.7,0.0,0.0,95.2,10.9,0.0,29.4,0.0,20.8,4.0,8.2,15.1,10.5,147.9,1.0,5.8,11.9,0.0
10,2045,,10.6,0.0,19.3,0.0,15.6,14.9,23.1,0.0,0.0,0.0,44.5,0.0,0.0,2.6,0.0,4.9,0.0,0.0,25.3,3.4,5.2,0.0,0.0,0.0,68.9,0.0,104.6,50.5,4.1,32.9,0.0,0.0,13.4,0.0,9.1,65.4,0.0,52.2,0.0,0.0,0.0,0.0,0.0,13.9,47.5,0.0,28.2,86.7,0.0,0.0
11,2045,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,0.0,10.7,0.0,15.7,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.9,0.0,0.0,1.8,1.9,1.2,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.1,4.3,0.0,0.0,13.8,4.0,0.0,0.0
12,2045,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2046,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2046,,0.0,2.8,0.0,0.0,0.0,5.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.3,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0
3,2046,,0.0,5.5,0.0,0.0,0.0,0.2,47.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.4,22.9,21.0,0.0,0.0,2.4,1.6,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2046,,10.5,0.4,1.2,0.0,48.9,0.0,0.0,0.0,21.9,0.0,0.0,0.0,0.0,25.0,1.6,0.0,1.7,0.5,32.1,0.0,40.0,0.8,4.4,0.0,0.0,52.2,19.7,1.8,14.8,2.2,0.0,0.0,0.0,0.0,0.0,9.9,15.1,0.0,31.6,0.0,0.0,0.0,3.1,0.3,7.9,0.0,11.2,46.5,5.8,0.0
5,2046,,82.2,48.1,4.6,25.8,28.6,54.7,0.0,188.9,0.0,62.7,0.0,21.4,74.5,77.9,12.5,12.5,5.6,0.0,20.4,0.0,3.7,11.9,0.0,2.4,9.7,0.9,59.4,5.5,41.9,14.8,37.9,194.3,0.0,61.3,66.2,0.0,14.7,240.7,62.2,62.8,9.4,0.0,87.8,0.0,4.6,53.8,0.0,141.0,71.5,6.6
6,2046,,16.2,48.3,1.8,266.7,145.2,37.9,43.6,107.3,119.5,66.8,61.4,21.9,292.6,126.5,242.3,0.0,81.5,2.1,129.5,49.7,46.3,104.0,72.8,126.9,18.6,42.4,57.9,43.5,107.2,0.4,78.0,0.2,220.3,0.0,338.9,0.0,55.1,133.3,38.2,114.2,135.5,155.5,105.1,52.6,79.6,152.9,43.9,75.2,48.5,637.2
7,2046,,50.4,55.4,27.9,19.6,117.4,19.7,90.2,50.0,27.8,0.0,95.5,40.8,147.8,2.8,85.3,8.5,53.7,32.8,57.7,40.6,46.8,0.0,27.5,56.8,0.0,13.8,85.3,3.3,39.8,73.6,54.7,164.2,62.5,0.0,48.6,38.5,97.1,276.8,39.4,27.1,101.0,49.5,21.0,97.1,46.2,22.8,18.7,87.0,195.2,59.8
8,2046,,35.8,94.5,100.7,23.9,131.1,0.0,23.2,15.9,55.6,75.6,9.7,23.1,38.6,44.1,132.6,29.6,53.9,50.9,80.8,12.6,55.2,91.6,12.3,61.8,7.1,16.8,49.2,6.4,0.0,46.7,71.0,190.1,100.7,13.5,76.9,9.7,36.0,127.6,30.4,84.3,15.0,32.2,13.3,27.2,37.7,16.6,0.0,107.3,136.2,34.3
9,2046,,141.5,23.8,10.7,38.5,47.5,40.1,14.1,7.8,5.9,230.2,68.9,1.5,0.0,0.6,24.4,0.0,16.3,0.0,0.0,0.0,18.8,0.0,6.7,0.0,13.9,1.7,0.0,7.1,0.0,11.3,114.5,0.0,22.4,15.0,0.0,6.0,9.7,37.6,0.0,2.6,10.9,0.0,13.6,11.0,3.1,3.6,12.9,106.7,16.8,2.7
10,2046,,16.3,2.3,0.0,0.0,0.0,5.2,0.0,0.0,0.0,19.7,0.0,0.0,23.4,14.9,0.0,0.0,0.0,0.0,19.7,1.9,22.4,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,5.9,50.1,0.0,4.8,0.0,0.0,0.0,1.5,1.3,40.8,37.7,6.9,0.0,0.0,9.4,0.0,0.0,3.5,161.0,0.0,9.0
11,2046,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,12.8,0.0,4.4,11.2,0.0,2.1,0.0,10.4,0.0,0.0,0.0,4.4,0.0,0.0,1.6,0.0,4.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2046,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2047,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2047,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0
3,2047,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,8.8,0.0,0.0,0.0,7.6,10.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,4.3,0.0,0.0,0.6,0.2,18.3,0.0,3.7,0.0,0.0
4,2047,,0.0,0.0,24.2,0.0,0.0,0.0,0.0,9.0,162.5,33.6,8.2,28.1,1.5,65.2,12.4,7.4,0.0,0.0,0.0,2.9,53.2,4.8,1.3,0.0,0.0,1.8,1.6,28.7,5.4,0.0,0.7,1.0,132.0,0.0,0.0,26.2,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.3,0.0,3.8,6.1,18.9,0.0,11.5
5,2047,,14.2,11.0,2.4,52.5,135.0,0.0,296.8,41.8,100.4,104.1,7.7,110.6,153.6,8.4,157.2,0.0,44.4,60.3,31.0,4.9,24.1,3.6,6.7,0.6,71.4,53.0,54.8,74.0,1.6,84.5,13.8,14.0,17.4,7.0,5.8,55.0,0.0,12.5,60.4,0.0,19.8,21.2,0.0,12.2,0.1,4.5,25.5,195.5,16.2,77.4
6,2047,,15.5,4.1,131.3,51.5,191.1,80.6,86.9,0.0,61.9,91.1,70.9,36.1,0.0,42.3,188.7,20.6,483.6,52.6,46.7,3.3,227.2,51.9,396.2,38.9,40.8,58.7,0.0,3.7,75.9,108.6,29.3,53.4,434.8,65.5,0.0,53.5,49.6,97.8,31.8,329.2,31.9,42.9,95.9,50.5,75.3,1.0,52.8,201.2,201.0,52.2
7,2047,,0.0,0.0,80.1,86.6,0.0,3.9,97.0,61.5,5.5,4.7,52.5,60.3,0.0,169.9,96.8,30.0,60.6,22.2,16.4,6.0,29.7,140.8,45.0,153.8,10.9,0.0,36.4,19.6,0.0,110.2,45.7,76.2,191.7,36.0,43.0,38.8,30.4,33.1,64.8,118.3,32.2,23.4,17.9,54.9,23.5,48.8,92.2,110.3,130.9,134.0
8,2047,,120.8,0.0,133.1,9.2,75.5,49.9,50.8,69.6,0.0,25.3,112.6,56.2,117.8,57.0,1.3,0.0,73.6,18.0,0.0,11.4,20.2,47.9,167.4,88.7,3.6,164.6,7.9,52.6,0.0,14.0,108.9,0.0,127.5,40.0,0.0,73.6,0.0,0.0,55.8,72.6,27.2,12.8,52.3,10.0,44.6,2.8,36.2,67.2,6.1,124.8
9,2047,,10.0,2.7,0.6,63.4,4.1,19.6,100.5,4.6,11.3,171.5,18.9,155.1,74.5,44.9,0.0,0.0,16.9,0.0,11.6,0.5,10.9,13.4,17.9,0.0,0.0,0.0,0.0,7.8,0.0,16.1,0.7,18.3,15.7,0.0,0.0,10.7,3.9,0.0,15.9,6.8,8.5,7.4,0.0,16.6,15.7,20.6,13.3,87.6,3.6,20.5
10,2047,,1.5,0.0,25.2,0.0,0.0,0.0,15.6,0.0,0.0,1.7,0.0,3.7,0.0,8.4,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,2.2,0.0,28.0,1.3,0.0,0.0,16.9,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,51.7,51.9,0.0,15.3,0.0
11,2047,,0.0,0.0,51.7,0.0,0.0,0.0,2.9,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,1.9,0.0,7.6,0.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0
12,2047,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0,0.0,0.0,10.2,0.0,0.0,0.0,11.5,0.0,0.0,4.3,1.5,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2048,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0
2,2048,,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
